rank,name,position,team,games,minutes,off_rpm,def_rpm,rpm,wins,year
185,Deonte Burton,F,OKC,32,7.5,-2.71,2.47,-0.24,0.16,2019
187,Allen Crabbe,G,BKN,43,26.3,-1.29,1.04,-0.25,0.78,2019
189,Jonah Bolden,PF,PHI,44,14.5,-0.08,-0.18,-0.26,0.45,2019
191,Corey Brewer,F,PHI/SAC,31,15.9,-1.63,1.37,-0.26,0.34,2019
193,Dewayne Dedmon,C,ATL,64,25.1,-0.52,0.24,-0.28,1.19,2019
195,DeMar DeRozan,SF,SA,77,34.9,-0.93,0.65,-0.28,1.86,2019
197,Alex Abrines,G,OKC,31,19.0,-1.48,1.19,-0.30,0.38,2019
199,Jarell Martin,F,ORL,42,7.8,-1.28,0.97,-0.32,0.19,2019
162,Hassan Whiteside,C,MIA,72,23.3,-1.01,1.02,0.00,1.56,2019
164,Steven Adams,C,OKC,80,33.4,-0.37,0.37,0.00,2.54,2019
166,Ricky Rubio,PG,UTAH,68,27.9,1.12,-1.14,-0.02,1.74,2019
168,Kevon Looney,F,GS,80,18.5,-1.43,1.35,-0.09,1.21,2019
170,PJ Dozier,G,BOS,6,8.5,-1.38,1.29,-0.09,0.04,2019
172,Daniel Theis,C,BOS,66,13.8,-0.49,0.38,-0.11,0.75,2019
174,Lonzo Ball,PG,LAL,47,30.3,1.39,-1.53,-0.14,1.24,2019
176,Kyle Anderson,SF,MEM,43,29.8,-2.61,2.47,-0.14,0.96,2019
178,Ray Spalding,F,DAL/PHX,14,10.6,-1.87,1.72,-0.15,0.11,2019
180,Ersan Ilyasova,PF,MIL,67,18.4,-1.49,1.28,-0.21,0.92,2019
182,Miles Plumlee,C,ATL,18,9.6,-1.87,1.65,-0.22,0.12,2019
184,Dusty Hannahs,G,MEM,2,13.0,-1.38,1.15,-0.24,0.02,2019
186,Tyler Zeller,C,ATL/MEM,6,15.5,-2.62,2.37,-0.25,0.06,2019
188,Harrison Barnes,SF,DAL/SAC,77,32.9,-1.31,1.06,-0.26,1.84,2019
190,Jakob Poeltl,C,SA,77,16.5,-1.37,1.11,-0.26,0.91,2019
192,Joakim Noah,C,MEM,42,16.5,-1.04,0.77,-0.27,0.49,2019
194,Stanley Johnson,SF,DET/NO,66,18.3,-1.52,1.25,-0.28,0.83,2019
196,DeMarre Carroll,F,BKN,67,25.4,-0.08,-0.20,-0.29,1.20,2019
198,Aron Baynes,C,BOS,51,16.1,-1.78,1.48,-0.30,0.57,2019
200,Jeremy Lamb,SG,CHA,79,28.5,-0.52,0.20,-0.32,1.51,2019
201,Luc Mbah a Moute,F,LAC,4,15.3,-1.82,1.48,-0.34,0.04,2019
203,Landry Shamet,SG,PHI/LAC,79,22.8,1.68,-2.03,-0.36,1.16,2019
205,Jordan McRae,G,WSH,27,12.3,-0.88,0.52,-0.37,0.21,2019
207,Kelly Olynyk,PF,MIA,79,22.9,0.16,-0.54,-0.38,1.12,2019
209,Jeff Green,PF,WSH,77,27.2,0.52,-0.91,-0.39,1.36,2019
211,Johnathan Williams,F,LAL,24,15.5,-1.50,1.10,-0.40,0.22,2019
213,Otto Porter Jr.,SF,WSH/CHI,56,30.1,-0.21,-0.21,-0.42,1.04,2019
215,Shake Milton,SG,PHI,20,13.4,-1.24,0.80,-0.44,0.15,2019
217,David Nwaba,SF,CLE,51,19.3,-1.17,0.70,-0.47,0.54,2019
219,Michael Carter-Williams,G,HOU/ORL,28,13.3,-1.00,0.48,-0.52,0.20,2019
221,Jake Layman,F,POR,71,18.7,-0.16,-0.36,-0.52,0.69,2019
223,Mikal Bridges,SF,PHX,82,29.5,-1.61,1.05,-0.56,1.20,2019
225,Torrey Craig,SF,DEN,75,20.0,-1.13,0.57,-0.57,0.72,2019
227,Nick Young,G,DEN,4,9.3,-2.47,1.89,-0.59,0.01,2019
229,Anthony Tolliver,PF,MIN,65,16.6,-2.08,1.49,-0.59,0.48,2019
231,Reggie Jackson,PG,DET,82,27.9,0.70,-1.30,-0.60,1.09,2019
233,Lance Stephenson,G,LAL,68,16.5,0.62,-1.23,-0.61,0.54,2019
235,Rondae Hollis Jefferson,SF,BKN,59,20.9,-2.09,1.46,-0.62,0.54,2019
237,Amile Jefferson,F,ORL,12,5.7,-2.68,2.01,-0.67,0.03,2019
239,Dorian Finney-Smith,PF,DAL,81,24.5,-2.64,1.96,-0.67,0.80,2019
202,Terrance Ferguson,SF,OKC,74,26.1,0.11,-0.45,-0.34,1.36,2019
204,Darius Miller,SF,NO,69,25.5,-0.62,0.26,-0.36,1.13,2019
206,Jordan Clarkson,PG,CLE,81,27.3,-0.03,-0.35,-0.38,1.27,2019
208,Kevin Huerter,SG,ATL,75,27.3,0.77,-1.15,-0.39,1.32,2019
210,Courtney Lee,G,NY/DAL,34,12.6,-1.06,0.67,-0.39,0.26,2019
212,Georges Niang,SF,UTAH,59,8.7,0.32,-0.72,-0.41,0.29,2019
214,John Jenkins,G,NY/WSH,26,12.8,-1.88,1.45,-0.43,0.19,2019
216,Deyonta Davis,F,ATL,9,13.1,-1.77,1.31,-0.47,0.07,2019
218,Guerschon Yabusele,F,BOS,41,6.1,-2.08,1.58,-0.50,0.12,2019
220,DeAndre Jordan,C,DAL/NY,69,29.7,-1.33,0.81,-0.52,1.09,2019
222,Henry Ellenson,PF,DET/NY,19,13.6,-1.76,1.24,-0.52,0.12,2019
224,Kyle O'Quinn,C,IND,45,8.2,-0.36,-0.20,-0.56,0.19,2019
226,Trey Lyles,PF,DEN,64,17.5,-1.26,0.67,-0.58,0.51,2019
228,Chasson Randle,G,WSH,49,15.2,-0.04,-0.55,-0.59,0.35,2019
230,Jonas Jerebko,F,GS,73,16.7,-0.54,-0.05,-0.59,0.56,2019
232,Trey Burke,PG,NY/DAL,58,19.4,0.32,-0.93,-0.61,0.52,2019
234,Tyus Jones,PG,MIN,68,22.9,-0.23,-0.39,-0.62,0.71,2019
236,Isaac Humphries,C,ATL,5,11.2,-1.71,1.05,-0.67,0.03,2019
238,Marcus Derrickson,F,GS,11,6.1,-1.70,1.04,-0.67,0.03,2019
240,BJ Johnson,F,ATL/SAC,7,7.0,-1.16,0.49,-0.68,0.02,2019
241,Evan Fournier,SG,ORL,81,31.5,0.65,-1.33,-0.68,1.08,2019
243,John Henson,F,MIL,14,13.4,-1.03,0.32,-0.72,0.07,2019
245,Kent Bazemore,SF,ATL,67,24.5,-0.08,-0.65,-0.73,0.65,2019
247,Dwayne Bacon,G,CHA,43,17.7,-0.62,-0.11,-0.74,0.28,2019
249,Maurice Harkless,SF,POR,60,23.6,-1.17,0.41,-0.76,0.51,2019
251,Alize Johnson,F,IND,14,4.6,-3.68,2.92,-0.76,0.02,2019
253,Tomas Satoransky,SG,WSH,80,27.1,0.22,-0.99,-0.77,0.80,2019
255,Jalen Brunson,PG,DAL,73,21.8,-0.17,-0.60,-0.78,0.53,2019
257,Malik Monk,SG,CHA,73,17.2,0.78,-1.56,-0.79,0.42,2019
259,Skal Labissiere,F,SAC/POR,22,8.0,-1.42,0.62,-0.80,0.06,2019
261,Jerome Robinson,SG,LAC,33,9.7,-1.41,0.60,-0.81,0.10,2019
263,Dante Exum,G,UTAH,42,15.8,-1.12,0.30,-0.82,0.21,2019
265,Al-Farouq Aminu,SF,POR,81,28.3,-0.56,-0.27,-0.82,0.72,2019
267,Devonte' Graham,PG,CHA,46,14.7,-0.95,0.10,-0.85,0.19,2019
269,Tyrone Wallace,G,LAC,62,10.1,-2.18,1.32,-0.86,0.16,2019
271,Bryn Forbes,SG,SA,82,28.0,0.06,-0.92,-0.86,0.64,2019
273,Andrew Wiggins,SF,MIN,73,34.8,-0.94,0.06,-0.88,0.69,2019
275,Willie Cauley-Stein,C,SAC,81,27.3,0.01,-0.91,-0.90,0.61,2019
277,Cory Joseph,PG,IND,82,25.2,-2.58,1.68,-0.91,0.51,2019
279,Brandon Goodwin,G,DEN,16,3.6,-2.48,1.57,-0.91,0.01,2019
242,Troy Daniels,G,PHX,51,14.9,-1.04,0.34,-0.70,0.29,2019
244,Jevon Carter,PG,MEM,39,14.8,-1.49,0.76,-0.73,0.21,2019
246,Mitchell Robinson,C,NY,66,20.6,-1.27,0.54,-0.73,0.51,2019
248,Shaun Livingston,G,GS,64,15.1,-1.68,0.94,-0.74,0.35,2019
250,Sterling Brown,SF,MIL,58,17.8,-0.47,-0.29,-0.76,0.37,2019
252,Jeremy Lin,G,ATL/TOR,74,19.4,0.11,-0.87,-0.76,0.50,2019
254,George Hill,PG,CLE/MIL,60,21.7,-1.34,0.57,-0.77,0.46,2019
256,Rodions Kurucs,SF,BKN,63,20.5,0.18,-0.96,-0.78,0.47,2019
258,Walt Lemon Jr.,G,CHI,6,27.8,-1.00,0.20,-0.80,0.05,2019
260,Quincy Acy,F,PHX,10,12.3,-2.73,1.93,-0.80,0.04,2019
262,Ed Davis,C,BKN,81,17.9,-2.53,1.72,-0.81,0.45,2019
264,Allonzo Trier,G,NY,64,22.8,-1.68,0.86,-0.82,0.43,2019
266,Quinn Cook,PG,GS,74,14.3,-0.10,-0.73,-0.83,0.30,2019
268,Ian Clark,G,NO,60,16.2,-0.06,-0.79,-0.85,0.29,2019
270,Zach LaVine,SG,CHI,63,34.5,0.85,-1.71,-0.86,0.62,2019
272,Jonathan Isaac,PF,ORL,75,26.6,-1.78,0.90,-0.88,0.54,2019
274,Kenneth Faried,F,BKN/HOU,37,19.7,-0.67,-0.21,-0.89,0.19,2019
276,Caris LeVert,SG,BKN,40,26.6,-0.11,-0.79,-0.90,0.26,2019
278,Marvin Williams,F,CHA,75,28.4,-1.04,0.13,-0.91,0.53,2019
280,Rodney Hood,SG,CLE/POR,72,26.3,-1.73,0.81,-0.92,0.47,2019
281,Demetrius Jackson,G,PHI,6,6.5,-2.01,1.09,-0.92,0.01,2019
283,Rawle Alkins,G,CHI,10,12.0,-2.89,1.97,-0.93,0.02,2019
285,Sam Dekker,F,CLE/WSH,47,16.8,-1.37,0.43,-0.95,0.17,2019
287,Hamidou Diallo,SG,OKC,51,10.3,-1.12,0.16,-0.96,0.11,2019
289,Johnathan Motley,F,LAC,22,7.1,-0.79,-0.18,-0.97,0.03,2019
291,Justin Anderson,F,ATL,48,9.6,-0.69,-0.29,-0.98,0.10,2019
293,Khem Birch,C,ORL,50,12.9,-2.01,1.01,-0.99,0.12,2019
295,Jalen Jones,F,CLE,16,13.4,-2.16,1.16,-1.01,0.04,2019
297,Khyri Thomas,SG,DET,26,7.5,-3.40,2.39,-1.01,0.03,2019
299,Michael Beasley,F,LAL,26,10.7,-1.42,0.39,-1.03,0.04,2019
301,Bruce Brown,SF,DET,74,19.6,-2.72,1.67,-1.05,0.22,2019
303,Billy Garrett Jr.,G,NY,4,15.8,-1.89,0.83,-1.06,0.01,2019
305,Ekpe Udoh,F,UTAH,51,6.3,-1.92,0.85,-1.08,0.04,2019
307,Theo Pinson,G,BKN,18,11.7,-1.88,0.80,-1.08,0.02,2019
309,Moritz Wagner,C,LAL,43,10.4,-0.96,-0.14,-1.10,0.05,2019
311,Ish Smith,PG,DET,56,22.3,-1.70,0.58,-1.12,0.11,2019
313,Dario Saric,PF,PHI/MIN,81,25.0,-0.01,-1.12,-1.13,0.17,2019
315,Ryan Arcidiacono,G,CHI,81,24.2,-0.99,-0.16,-1.15,0.15,2019
317,Michael Kidd-Gilchrist,F,CHA,64,18.4,-2.36,1.20,-1.17,0.07,2019
319,James Ennis III,F,HOU/PHI,58,21.2,-0.47,-0.71,-1.18,0.06,2019
282,Gerald Green,G,HOU,73,20.2,0.37,-1.29,-0.92,0.35,2019
284,Dairis Bertans,G,NO,12,13.9,-2.26,1.32,-0.94,0.04,2019
286,Yuta Watanabe,SF,MEM,15,11.6,-2.22,1.26,-0.96,0.03,2019
288,Wes Iwundu,F,ORL,68,18.1,-2.95,1.98,-0.97,0.24,2019
290,Milos Teodosic,G,LAC,15,10.0,-0.04,-0.94,-0.98,0.03,2019
292,Tyler Johnson,G,MIA/PHX,57,26.8,-0.24,-0.75,-0.99,0.29,2019
294,Nicolas Batum,PF,CHA,75,31.4,-0.87,-0.13,-1.00,0.44,2019
296,Tyreke Evans,G,IND,69,20.3,0.09,-1.10,-1.01,0.25,2019
298,Devin Harris,G,DAL,68,15.8,0.59,-1.62,-1.03,0.17,2019
300,E'Twaun Moore,G,NO,53,27.6,0.54,-1.58,-1.04,0.23,2019
302,Lorenzo Brown,G,TOR,26,8.2,-1.64,0.59,-1.05,0.03,2019
304,Jimmer Fredette,G,PHX,6,10.8,-1.95,0.90,-1.06,0.01,2019
306,Bruno Caboclo,F,MEM,34,23.5,-1.08,0.00,-1.08,0.10,2019
308,T.J. Leaf,PF,IND,58,9.0,-1.87,0.77,-1.10,0.06,2019
310,Serge Ibaka,F,TOR,74,27.2,-1.04,-0.07,-1.11,0.21,2019
312,Cameron Payne,PG,CHI/CLE,40,17.8,-0.64,-0.49,-1.13,0.06,2019
314,Frank Jackson,G,NO,61,19.2,0.01,-1.15,-1.14,0.10,2019
316,Iman Shumpert,G,SAC/HOU,62,23.9,-0.76,-0.40,-1.16,0.10,2019
318,Rodney McGruder,G,MIA,66,23.5,-1.70,0.53,-1.17,0.09,2019
320,Cheick Diallo,F,NO,64,14.0,-0.71,-0.48,-1.20,0.04,2019
321,Kris Dunn,G,CHI,46,30.2,-0.41,-0.78,-1.20,0.06,2019
323,Andrew Bogut,C,GS,11,12.2,-2.80,1.58,-1.21,0.00,2019
325,Jarred Vanderbilt,PF,DEN,17,4.1,-2.63,1.39,-1.24,0.00,2019
327,Tony Bradley,C,UTAH,3,12.0,-2.03,0.76,-1.27,0.00,2019
329,Jaylen Morris,F,MIL,4,7.3,-2.42,1.15,-1.28,0.00,2019
331,Kenrich Williams,SF,NO,46,23.5,-0.78,-0.51,-1.30,-0.04,2019
333,J.P. Macura,G,CHA,2,8.5,-2.63,1.31,-1.31,-0.00,2019
335,Lauri Markkanen,PF,CHI,52,32.3,-0.93,-0.40,-1.33,-0.09,2019
337,Dirk Nowitzki,F,DAL,51,15.6,-0.85,-0.48,-1.33,-0.05,2019
339,Isaac Bonga,G,LAL,22,5.5,-3.62,2.26,-1.36,-0.01,2019
341,JaMychal Green,F,MEM/LAC,65,21.1,-2.46,1.07,-1.39,-0.13,2019
343,Garrett Temple,SF,MEM/LAC,75,27.2,-1.85,0.41,-1.44,-0.27,2019
345,T.J. McConnell,PG,PHI,76,19.3,-0.57,-0.87,-1.45,-0.20,2019
347,MarShon Brooks,G,MEM,29,13.3,-1.93,0.48,-1.45,-0.05,2019
349,Harry Giles III,F,SAC,58,14.1,-1.32,-0.16,-1.48,-0.13,2019
351,Dillon Brooks,SF,MEM,18,18.3,-2.52,1.04,-1.48,-0.05,2019
353,Gary Clark,F,HOU,51,12.6,-2.69,1.20,-1.49,-0.10,2019
355,Taurean Prince,PF,ATL,55,28.2,1.03,-2.52,-1.49,-0.29,2019
357,Salah Mejri,C,DAL,36,11.1,-1.72,0.19,-1.53,-0.08,2019
359,Lonnie Walker IV,G,SA,17,6.9,-2.75,1.19,-1.56,-0.02,2019
322,Devin Robinson,F,WSH,7,13.6,-2.12,0.91,-1.21,0.00,2019
324,Udonis Haslem,PF,MIA,10,7.4,-2.88,1.66,-1.22,0.00,2019
326,Malachi Richardson,G,TOR,22,4.7,-1.68,0.42,-1.26,-0.00,2019
328,Justin Holiday,SF,CHI/MEM,82,31.8,-2.55,1.28,-1.27,-0.04,2019
330,Edmond Sumner,PG,IND,23,9.1,-1.83,0.54,-1.29,-0.01,2019
332,Josh Okogie,SF,MIN,74,23.7,-0.80,-0.51,-1.31,-0.07,2019
334,Amir Johnson,F,PHI,51,10.4,-0.82,-0.50,-1.32,-0.03,2019
336,Chandler Parsons,SF,MEM,25,19.8,-1.24,-0.09,-1.33,-0.03,2019
338,Alfonzo McKinnie,F,GS,72,13.9,-1.73,0.37,-1.36,-0.07,2019
340,DeAndre' Bembry,SG,ATL,82,23.5,-1.32,-0.05,-1.37,-0.16,2019
342,Vincent Edwards,F,HOU,2,8.0,-2.72,1.28,-1.44,-0.00,2019
344,Miles Bridges,SF,CHA,80,21.2,-1.04,-0.40,-1.44,-0.22,2019
346,Treveon Graham,F,BKN,35,20.4,-2.04,0.59,-1.45,-0.11,2019
348,Larry Nance Jr.,PF,CLE,67,26.8,-0.71,-0.75,-1.47,-0.27,2019
350,Alex Poythress,F,ATL,21,14.5,-1.49,0.01,-1.48,-0.05,2019
352,Elfrid Payton,G,NO,42,29.8,1.79,-3.28,-1.49,-0.24,2019
354,Zach Collins,PF,POR,77,17.6,-2.48,0.99,-1.49,-0.22,2019
356,Reggie Bullock Jr.,SF,DET/LAL,63,29.8,0.15,-1.65,-1.50,-0.35,2019
358,Jaron Blossomgame,F,CLE,27,16.3,-3.19,1.65,-1.54,-0.08,2019
360,Nerlens Noel,C,OKC,77,13.7,-2.34,0.76,-1.57,-0.24,2019
361,T.J. Warren,SF,PHX,43,31.6,-0.99,-0.58,-1.58,-0.32,2019
363,Dzanan Musa,F,BKN,9,4.3,-2.51,0.92,-1.59,-0.01,2019
365,Ante Zizic,C,CLE,59,18.3,-2.70,1.08,-1.61,-0.26,2019
367,Omari Rasulala Spellman,F,ATL,46,17.5,-1.37,-0.26,-1.63,-0.23,2019
369,Will Barton,G,DEN,43,27.7,0.04,-1.68,-1.64,-0.34,2019
371,Damyean Dotson,SG,NY,73,27.5,-0.80,-0.87,-1.67,-0.60,2019
373,Keita Bates-Diop,SF,MIN,30,16.8,-1.88,0.15,-1.73,-0.16,2019
375,Anfernee Simons,SG,POR,20,7.1,-1.99,0.24,-1.75,-0.05,2019
377,Rajon Rondo,PG,LAL,46,29.8,0.21,-1.96,-1.75,-0.52,2019
379,Pau Gasol,PF,SA/MIL,30,12.0,-1.65,-0.12,-1.77,-0.14,2019
381,Trevor Ariza,SF,PHX/WSH,69,34.0,0.26,-2.04,-1.78,-0.93,2019
383,Yante Maten,F,MIA,2,6.5,-3.05,1.26,-1.79,-0.01,2019
385,Shaquille Harrison,G,CHI,73,19.6,-1.82,0.02,-1.80,-0.56,2019
387,Isaiah Canaan,G,PHX/MIN/MIL,30,21.0,-1.46,-0.36,-1.83,-0.26,2019
389,Haywood Highsmith,F,PHI,5,8.0,-2.79,0.96,-1.83,-0.01,2019
391,JaVale McGee,C,LAL,75,22.3,-0.04,-1.81,-1.85,-0.78,2019
393,Tyson Chandler,C,PHX/LAL,55,15.9,-3.02,1.16,-1.86,-0.39,2019
395,Angel Delgado,C,LAC,2,7.5,-3.15,1.28,-1.87,-0.01,2019
397,C.J. Williams,G,MIN,15,8.5,-2.53,0.65,-1.88,-0.05,2019
399,James Johnson,PF,MIA,55,21.2,-1.48,-0.44,-1.92,-0.56,2019
362,Tony Parker,G,CHA,56,17.9,-1.34,-0.24,-1.58,-0.23,2019
364,Jaren Jackson Jr.,PF,MEM,58,26.1,-2.54,0.93,-1.61,-0.38,2019
366,Davon Reed,SG,IND,10,4.7,-2.83,1.21,-1.62,-0.01,2019
368,Damian Jones,C,GS,24,17.1,-1.55,-0.08,-1.64,-0.12,2019
370,Meyers Leonard,C,POR,61,14.4,-0.31,-1.33,-1.64,-0.23,2019
372,Frank Mason III,G,SAC,38,11.4,0.07,-1.78,-1.71,-0.13,2019
374,Markieff Morris,PF,WSH/OKC,58,21.9,-0.86,-0.88,-1.74,-0.46,2019
376,Gorgui Dieng,C,MIN,76,13.6,-1.01,-0.74,-1.75,-0.37,2019
378,Jon Leuer,F,DET,41,9.8,-3.27,1.52,-1.76,-0.13,2019
380,Deandre Ayton,C,PHX,71,30.7,-1.32,-0.45,-1.77,-0.84,2019
382,Brandon Ingram,SF,LAL,52,33.8,-1.04,-0.75,-1.79,-0.70,2019
384,Wilson Chandler,F,PHI/LAC,51,23.1,-1.20,-0.60,-1.79,-0.46,2019
